image,face_idx,le_x,le_y,re_x,re_y,nose_x,nose_y,mouth_l_x,mouth_l_y,mouth_r_x,mouth_r_y
lfw-deepfunneled/lfw-deepfunneled/Bill_Gates/Bill_Gates_0011.jpg,0,101,114.5,147.5,111.833,128,139,102,155,151,154
lfw-deepfunneled/lfw-deepfunneled/Griffin_Colvin/Griffin_Colvin_0001.jpg,0,108.833,114.833,144.667,114.333,118,135,114,155,148,157
lfw-deepfunneled/lfw-deepfunneled/Leslie_Caldwell/Leslie_Caldwell_0001.jpg,0,103.167,111.833,141.667,111.167,136,126,112,159,143,159
lfw-deepfunneled/lfw-deepfunneled/Sam_Torrance/Sam_Torrance_0002.jpg,0,104.5,113.167,142.5,112.167,126,139,102,157,149,155
lfw-deepfunneled/lfw-deepfunneled/David_Beckham/David_Beckham_0016.jpg,0,106,113.833,145.833,113.333,131,133,111,158,146,157
lfw-deepfunneled/lfw-deepfunneled/David_Beckham/David_Beckham_0016.jpg,1,107.167,186.5,140.167,189.167,117,202,108,223,130,226
lfw-deepfunneled/lfw-deepfunneled/Freddy_Garcia/Freddy_Garcia_0001.jpg,0,102.333,113.5,139.333,114.167,134,133,111,160,140,160
lfw-deepfunneled/lfw-deepfunneled/Yasushi_Chimura/Yasushi_Chimura_0001.jpg,0,109.5,114,141.667,117,130,133,118,153,145,157
lfw-deepfunneled/lfw-deepfunneled/Troy_Polamalu/Troy_Polamalu_0001.jpg,0,108.667,112.333,145.167,111.833,122,137,108,155,147,156
lfw-deepfunneled/lfw-deepfunneled/Roger_Daltrey/Roger_Daltrey_0001.jpg,0,105.5,113.667,143.667,112.833,126,140,104,156,150,153
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0528.jpg,0,104.333,112.333,142.333,111,124,136,108,160,144,161
lfw-deepfunneled/lfw-deepfunneled/Ben_Cahoon/Ben_Cahoon_0001.jpg,0,105.167,111.667,149.5,109.833,123,137,108,157,149,154
lfw-deepfunneled/lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0079.jpg,0,104.167,115,144.833,113.333,122,135,105,158,147,157
lfw-deepfunneled/lfw-deepfunneled/William_Swor/William_Swor_0001.jpg,0,107.167,113.667,144.5,112.333,123,134,109,159,144,157
lfw-deepfunneled/lfw-deepfunneled/Ken_Macha/Ken_Macha_0002.jpg,0,100.167,115.667,142.333,112.167,133,133,103,160,146,157
lfw-deepfunneled/lfw-deepfunneled/Shane_Phillips/Shane_Phillips_0001.jpg,0,103.167,112.5,148.667,111.667,122,134,107,159,146,158
lfw-deepfunneled/lfw-deepfunneled/Carla_Moreno/Carla_Moreno_0001.jpg,0,104.167,113.5,147.167,112.833,122,140,104,156,151,156
lfw-deepfunneled/lfw-deepfunneled/Jefferson_Perez/Jefferson_Perez_0002.jpg,0,105,113.5,146.667,112.167,122,134,107,162,146,161
lfw-deepfunneled/lfw-deepfunneled/Hana_Urushima/Hana_Urushima_0001.jpg,0,105.833,115,140.5,114.333,106,135,104,158,140,159
lfw-deepfunneled/lfw-deepfunneled/Al_Gore/Al_Gore_0004.jpg,0,104,112.833,142.667,111.833,122,138,109,158,143,159
lfw-deepfunneled/lfw-deepfunneled/James_Blake/James_Blake_0013.jpg,0,99.6667,115.167,145.833,115.167,130,124,109,174,147,176
lfw-deepfunneled/lfw-deepfunneled/Anneli_Jaatteenmaki/Anneli_Jaatteenmaki_0001.jpg,0,103.5,114.5,144.667,113.333,121,137,110,159,145,160
lfw-deepfunneled/lfw-deepfunneled/Charles_Schumer/Charles_Schumer_0001.jpg,0,108.833,110.833,145.833,112.167,119,142,115,156,148,156
lfw-deepfunneled/lfw-deepfunneled/Linda_Dano/Linda_Dano_0001.jpg,0,104.333,115.833,146.833,116,117,137,106,158,150,159
lfw-deepfunneled/lfw-deepfunneled/Vladimir_Putin/Vladimir_Putin_0041.jpg,0,102.5,112.333,143.5,109.667,128,143,106,157,146,154
lfw-deepfunneled/lfw-deepfunneled/Shane_Mosley/Shane_Mosley_0002.jpg,0,98.1667,117.833,151,116.5,133,127,107,163,157,162
lfw-deepfunneled/lfw-deepfunneled/Hal_Gehman/Hal_Gehman_0004.jpg,0,106.167,112.5,145.167,112.833,125,138,113,158,142,158
lfw-deepfunneled/lfw-deepfunneled/Aung_San_Suu_Kyi/Aung_San_Suu_Kyi_0001.jpg,0,110.833,113.167,143.333,109.667,117,129,112,159,141,156
lfw-deepfunneled/lfw-deepfunneled/Alexandre_Daigle/Alexandre_Daigle_0001.jpg,0,103.667,113.667,147.667,113.167,127,139,107,158,148,155
lfw-deepfunneled/lfw-deepfunneled/Aaron_Guiel/Aaron_Guiel_0001.jpg,0,99,114.333,142.333,112,125,135,100,161,145,157
lfw-deepfunneled/lfw-deepfunneled/Winona_Ryder/Winona_Ryder_0013.jpg,0,103,114.833,147.833,112.667,126,139,110,156,148,154
lfw-deepfunneled/lfw-deepfunneled/Ronaldo_Luis_Nazario_de_Lima/Ronaldo_Luis_Nazario_de_Lima_0003.jpg,0,102.333,114.333,146.667,113.667,123,135,102,159,153,157
lfw-deepfunneled/lfw-deepfunneled/Rudolph_Giuliani/Rudolph_Giuliani_0015.jpg,0,108.167,118.667,144.833,119.167,121,137,110,161,136,162
lfw-deepfunneled/lfw-deepfunneled/Daryl_Sabara/Daryl_Sabara_0001.jpg,0,102.167,111.5,145.667,110.833,121,135,109,159,140,158
lfw-deepfunneled/lfw-deepfunneled/Takeo_Hiranuma/Takeo_Hiranuma_0001.jpg,0,202.833,141.333,225.333,145.167,215,155,203,169,219,173
lfw-deepfunneled/lfw-deepfunneled/Takeo_Hiranuma/Takeo_Hiranuma_0001.jpg,1,111.167,114.833,143.333,114.167,125,134,117,158,140,158
lfw-deepfunneled/lfw-deepfunneled/Jim_Taylor/Jim_Taylor_0001.jpg,0,102.667,113.333,140.5,112.167,138,136,108,160,142,158
lfw-deepfunneled/lfw-deepfunneled/Marcelo_Salas/Marcelo_Salas_0002.jpg,0,104.167,112.667,144.5,111.667,128,139,101,157,144,157
lfw-deepfunneled/lfw-deepfunneled/Francis_Crick/Francis_Crick_0001.jpg,0,102,112.667,147.167,110.333,131,151,104,163,144,158
lfw-deepfunneled/lfw-deepfunneled/King_Gyanendra/King_Gyanendra_0001.jpg,0,136.333,102.667,155.5,103.167,144,107,138,120,152,122
lfw-deepfunneled/lfw-deepfunneled/King_Gyanendra/King_Gyanendra_0001.jpg,1,120.833,97.6667,159.167,108.333,139,129,109,133,153,142
lfw-deepfunneled/lfw-deepfunneled/Tracy_McGrady/Tracy_McGrady_0002.jpg,0,103.833,115.5,143.667,113,115,122,103,163,141,161
lfw-deepfunneled/lfw-deepfunneled/Carla_Gay_Balingit/Carla_Gay_Balingit_0001.jpg,0,100.833,114.167,147.5,113.333,127,136,100,155,148,153
lfw-deepfunneled/lfw-deepfunneled/Dennis_Kozlowski/Dennis_Kozlowski_0002.jpg,0,104.167,111.167,148.333,106.667,124,139,109,158,145,156
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0215.jpg,0,103.5,111.167,141,109.667,130,137,109,159,140,158
lfw-deepfunneled/lfw-deepfunneled/Joe_DeLamielleure/Joe_DeLamielleure_0001.jpg,0,105.167,113,146.667,112,130,141,100,154,153,152
lfw-deepfunneled/lfw-deepfunneled/Joe_DeLamielleure/Joe_DeLamielleure_0001.jpg,1,108.833,157.167,149.833,154,132,164,118,205,140,202
lfw-deepfunneled/lfw-deepfunneled/Bob_Stoops/Bob_Stoops_0004.jpg,0,99.6667,112.5,142,110.167,130,135,108,158,142,157
lfw-deepfunneled/lfw-deepfunneled/Sally_Ride/Sally_Ride_0002.jpg,0,103.167,112,146.333,111.333,130,136,104,153,144,153
lfw-deepfunneled/lfw-deepfunneled/Matt_Damon/Matt_Damon_0003.jpg,0,106.5,104.5,146.333,111,136,127,100,146,144,150
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0515.jpg,0,103.5,112.5,140.5,112,125,134,111,160,138,161
lfw-deepfunneled/lfw-deepfunneled/Lindsay_Davenport/Lindsay_Davenport_0009.jpg,0,102,113.167,142.667,112.667,125,134,110,159,139,159
lfw-deepfunneled/lfw-deepfunneled/Martin_Brodeur/Martin_Brodeur_0001.jpg,0,106.167,111.667,146.5,112.667,133,121,112,159,146,159
lfw-deepfunneled/lfw-deepfunneled/Ashanti/Ashanti_0004.jpg,0,100.167,118.333,148.833,117.167,125,130,101,161,151,160
lfw-deepfunneled/lfw-deepfunneled/Gene_Sauers/Gene_Sauers_0001.jpg,0,105.667,112.667,148,112.333,117,139,105,158,153,159
lfw-deepfunneled/lfw-deepfunneled/Prince_Willem-Alexander/Prince_Willem-Alexander_0002.jpg,0,104,111.833,143.833,111.5,122,134,108,159,141,158
lfw-deepfunneled/lfw-deepfunneled/Tony_Blair/Tony_Blair_0022.jpg,0,103.5,113.167,142.333,112.5,134,136,105,159,141,158
lfw-deepfunneled/lfw-deepfunneled/Lauren_Killian/Lauren_Killian_0001.jpg,0,105.667,113,143.333,114,120,141,110,159,142,158
lfw-deepfunneled/lfw-deepfunneled/Rod_Blagojevich/Rod_Blagojevich_0001.jpg,0,103.667,113.333,142.833,112.5,116,137,104,155,150,156
lfw-deepfunneled/lfw-deepfunneled/Catherine_Donkers/Catherine_Donkers_0001.jpg,0,104,116.167,146.5,114.833,121,125,105,159,149,160
lfw-deepfunneled/lfw-deepfunneled/Sidney_Poitier/Sidney_Poitier_0001.jpg,0,102.167,112.833,146.667,110.833,121,132,103,159,147,157
lfw-deepfunneled/lfw-deepfunneled/Spike_Helmick/Spike_Helmick_0001.jpg,0,103.333,115.167,140.333,114,132,135,105,157,141,153
lfw-deepfunneled/lfw-deepfunneled/Mahmoud_Abbas/Mahmoud_Abbas_0027.jpg,0,106.667,112.667,145,112.167,129,140,107,158,143,156
lfw-deepfunneled/lfw-deepfunneled/Spencer_Abraham/Spencer_Abraham_0017.jpg,0,113.833,113.667,152.667,122,144,130,114,161,150,168
lfw-deepfunneled/lfw-deepfunneled/Frank_Solich/Frank_Solich_0003.jpg,0,99.6667,110.667,141.833,107.333,131,132,108,160,142,156
lfw-deepfunneled/lfw-deepfunneled/Junichiro_Koizumi/Junichiro_Koizumi_0008.jpg,0,106.167,113.5,144,113.333,123,134,112,160,140,157
lfw-deepfunneled/lfw-deepfunneled/Junichiro_Koizumi/Junichiro_Koizumi_0008.jpg,1,111.833,63.6667,151.833,68.6667,141,94,108,110,153,114
lfw-deepfunneled/lfw-deepfunneled/Bill_Gates/Bill_Gates_0007.jpg,0,104.667,113.833,146.333,112.333,122,134,108,158,141,158
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0003.jpg,0,104,114.667,141.833,115.167,130,129,109,167,142,167
lfw-deepfunneled/lfw-deepfunneled/Sureyya_Ayhan/Sureyya_Ayhan_0001.jpg,0,106.167,114,146.5,112.833,121,136,108,157,144,156
lfw-deepfunneled/lfw-deepfunneled/Masum_Turker/Masum_Turker_0003.jpg,0,105,112.333,144,112.333,129,137,109,159,142,159
lfw-deepfunneled/lfw-deepfunneled/Jorge_Arce/Jorge_Arce_0001.jpg,0,104.5,113.667,147.167,113.5,119,137,109,158,147,157
lfw-deepfunneled/lfw-deepfunneled/Francis_Collins/Francis_Collins_0001.jpg,0,102.167,112.667,140.833,107.167,129,136,109,157,142,155
lfw-deepfunneled/lfw-deepfunneled/Susilo_Bambang_Yudhoyono/Susilo_Bambang_Yudhoyono_0001.jpg,0,104.333,115.167,147,114.5,124,128,108,160,144,160
lfw-deepfunneled/lfw-deepfunneled/Brawley_King/Brawley_King_0001.jpg,0,101.167,111.333,144.667,107.667,128,132,110,159,146,157
lfw-deepfunneled/lfw-deepfunneled/Ray_Price/Ray_Price_0001.jpg,0,104.167,112.667,146.667,112,124,137,110,157,143,157
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0096.jpg,0,55.5,106,98.8333,113.833,72,133,49,161,87,169
lfw-deepfunneled/lfw-deepfunneled/Arminio_Fraga/Arminio_Fraga_0005.jpg,0,104.667,114.167,146.333,113,116,135,109,159,142,159
lfw-deepfunneled/lfw-deepfunneled/Ed_Smart/Ed_Smart_0003.jpg,0,105.167,114,145.667,105.833,131,136,105,151,156,142
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0431.jpg,0,104.667,114.167,142.833,113.833,129,134,110,166,141,166
lfw-deepfunneled/lfw-deepfunneled/Tom_Hanks/Tom_Hanks_0003.jpg,0,104,113.167,143.167,111.833,137,135,110,159,145,157
lfw-deepfunneled/lfw-deepfunneled/Steven_Hatfill/Steven_Hatfill_0001.jpg,0,103.5,113.167,147.5,112.667,124,131,106,159,146,159
lfw-deepfunneled/lfw-deepfunneled/Bulent_Ecevit/Bulent_Ecevit_0002.jpg,0,106,110.833,147.667,109.5,120,144,111,156,145,158
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0484.jpg,0,104.833,111.5,138.5,110.833,123,133,107,158,138,158
lfw-deepfunneled/lfw-deepfunneled/Steve_Mariucci/Steve_Mariucci_0002.jpg,0,107.667,111,147.667,110.833,120,137,108,153,150,154
lfw-deepfunneled/lfw-deepfunneled/Britney_Spears/Britney_Spears_0002.jpg,0,101,113,149.667,112,127,143,99,155,151,154
lfw-deepfunneled/lfw-deepfunneled/Alvaro_Noboa/Alvaro_Noboa_0003.jpg,0,102,115.833,149.833,115,122,130,101,157,148,156
lfw-deepfunneled/lfw-deepfunneled/Rudolph_Giuliani/Rudolph_Giuliani_0017.jpg,0,100.667,112,149,112.167,124,139,101,156,149,156
lfw-deepfunneled/lfw-deepfunneled/Frank_Stallone/Frank_Stallone_0001.jpg,0,105.5,114.5,145,113.667,122,129,109,159,141,158
lfw-deepfunneled/lfw-deepfunneled/Laura_Bush/Laura_Bush_0031.jpg,0,170,57.1667,190.333,56.5,182,70,173,78,188,78
lfw-deepfunneled/lfw-deepfunneled/Laura_Bush/Laura_Bush_0031.jpg,1,114.167,195.833,136.5,197.5,127,214,116,221,134,222
lfw-deepfunneled/lfw-deepfunneled/Laura_Bush/Laura_Bush_0031.jpg,2,103.333,114.667,147.167,114,123,135,104,157,150,157
lfw-deepfunneled/lfw-deepfunneled/JK_Rowling/JK_Rowling_0005.jpg,0,104.667,115.667,146.167,114.167,129,139,110,158,144,156
lfw-deepfunneled/lfw-deepfunneled/Jose_Carreras/Jose_Carreras_0001.jpg,0,102.5,115,138.667,114.667,135,133,108,158,137,159
lfw-deepfunneled/lfw-deepfunneled/Bill_Self/Bill_Self_0001.jpg,0,103,113.333,142.833,113.167,127,131,107,166,143,165
lfw-deepfunneled/lfw-deepfunneled/Roberto_Marinho/Roberto_Marinho_0002.jpg,0,106.5,113,145.667,111.833,127,138,108,155,146,155
lfw-deepfunneled/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0042.jpg,0,106,112.333,143.333,110.667,129,138,107,156,141,156
lfw-deepfunneled/lfw-deepfunneled/Andre_Agassi/Andre_Agassi_0005.jpg,0,101.333,114,142.667,113.167,127,127,103,163,143,160
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0014.jpg,0,113,112.667,143.167,111.667,118,133,118,157,147,159
lfw-deepfunneled/lfw-deepfunneled/Tiger_Woods/Tiger_Woods_0023.jpg,0,94.1667,115.167,154.5,114.667,125,146,101,182,152,184
lfw-deepfunneled/lfw-deepfunneled/Amanda_Coetzer/Amanda_Coetzer_0001.jpg,0,104,113.833,144.5,112.833,131,136,108,158,144,158
lfw-deepfunneled/lfw-deepfunneled/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,0,29.8333,138,45.8333,135.333,31,146,33,159,46,157
lfw-deepfunneled/lfw-deepfunneled/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,1,205.167,123.833,223.833,125.833,207,136,205,146,220,148
lfw-deepfunneled/lfw-deepfunneled/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,2,102.5,115.167,147.667,113.667,126,132,109,161,142,161
lfw-deepfunneled/lfw-deepfunneled/Mohammed_Al-Douri/Mohammed_Al-Douri_0013.jpg,0,104.333,112.667,143.333,111.333,123,135,111,162,144,160
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0173.jpg,0,109,113.667,144.667,112.167,123,133,116,161,142,161
lfw-deepfunneled/lfw-deepfunneled/Sylvia_Plachy/Sylvia_Plachy_0001.jpg,0,110.667,110.167,143.333,111,116,138,118,152,148,152
lfw-deepfunneled/lfw-deepfunneled/Jennifer_Capriati/Jennifer_Capriati_0021.jpg,0,102.667,112.833,141.5,113.167,130,129,106,161,145,162
lfw-deepfunneled/lfw-deepfunneled/Martin_Hoellwarth/Martin_Hoellwarth_0001.jpg,0,103.667,113,143,111.333,127,137,109,158,141,155
lfw-deepfunneled/lfw-deepfunneled/Mick_Jagger/Mick_Jagger_0002.jpg,0,98.6667,106.667,148.333,105.833,131,131,103,157,146,158
lfw-deepfunneled/lfw-deepfunneled/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0004.jpg,0,115.833,118.833,144.167,113.5,116,135,119,153,148,149
lfw-deepfunneled/lfw-deepfunneled/Luciano_Bovicelli/Luciano_Bovicelli_0001.jpg,0,104,113.667,145.167,112,127,138,108,159,142,156
lfw-deepfunneled/lfw-deepfunneled/Floyd_Mayweather/Floyd_Mayweather_0001.jpg,0,107.667,115,148.833,113.167,121,136,107,155,151,153
lfw-deepfunneled/lfw-deepfunneled/William_Jackson/William_Jackson_0001.jpg,0,108.167,114.333,143.167,111.667,120,131,114,159,145,157
lfw-deepfunneled/lfw-deepfunneled/Evelyn_Lauder/Evelyn_Lauder_0001.jpg,0,110.5,190.5,134.333,192.833,128,205,112,215,128,218
lfw-deepfunneled/lfw-deepfunneled/Evelyn_Lauder/Evelyn_Lauder_0001.jpg,1,102.833,114.333,148.333,113,129,141,104,156,147,154
lfw-deepfunneled/lfw-deepfunneled/Jack_Straw/Jack_Straw_0004.jpg,0,53.3333,118,99,114.5,63,145,60,164,90,164
lfw-deepfunneled/lfw-deepfunneled/Jack_Straw/Jack_Straw_0004.jpg,1,102.667,114.333,146.333,111.667,132,136,115,168,151,168
lfw-deepfunneled/lfw-deepfunneled/Jennifer_Capriati/Jennifer_Capriati_0032.jpg,0,103.833,116.667,143.833,115.667,126,131,110,167,140,168
lfw-deepfunneled/lfw-deepfunneled/David_Welch/David_Welch_0001.jpg,0,104,106.333,146.167,108,123,139,113,157,141,158
lfw-deepfunneled/lfw-deepfunneled/Ontario_Lett/Ontario_Lett_0001.jpg,0,71.5,177.167,90.6667,175.833,81,188,72,199,91,199
lfw-deepfunneled/lfw-deepfunneled/Ontario_Lett/Ontario_Lett_0001.jpg,1,108.667,115,144.167,113.333,116,140,108,154,146,154
lfw-deepfunneled/lfw-deepfunneled/Bill_Clinton/Bill_Clinton_0019.jpg,0,103.833,57.3333,152.667,59.6667,127,96,96,114,148,113
lfw-deepfunneled/lfw-deepfunneled/Bill_Clinton/Bill_Clinton_0019.jpg,1,106,114,147.667,113.667,124,133,111,160,143,159
lfw-deepfunneled/lfw-deepfunneled/Katherine_Harris/Katherine_Harris_0002.jpg,0,64,114.167,100.833,112.833,84,135,68,151,98,150
lfw-deepfunneled/lfw-deepfunneled/Katherine_Harris/Katherine_Harris_0002.jpg,1,102.167,111.833,145.5,109.833,126,143,102,153,151,150
lfw-deepfunneled/lfw-deepfunneled/Mary_Steenburgen/Mary_Steenburgen_0003.jpg,0,105.5,107.667,148.833,110.5,118,144,105,152,154,153
lfw-deepfunneled/lfw-deepfunneled/Constance_Marie/Constance_Marie_0003.jpg,0,99,115.667,147.167,114.5,125,137,97,157,153,156
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0249.jpg,0,105.667,112.5,142.5,111.5,121,135,108,157,143,158
lfw-deepfunneled/lfw-deepfunneled/Tony_Blair/Tony_Blair_0019.jpg,0,105,112.667,144.167,112.5,129,133,111,159,143,160
lfw-deepfunneled/lfw-deepfunneled/Anthony_Lee_Johnson/Anthony_Lee_Johnson_0001.jpg,0,101.667,105.833,152.5,107.667,120,133,106,155,149,158
lfw-deepfunneled/lfw-deepfunneled/Javier_Solana/Javier_Solana_0008.jpg,0,192.333,125.667,212.833,124.167,202,136,194,148,214,147
lfw-deepfunneled/lfw-deepfunneled/Javier_Solana/Javier_Solana_0008.jpg,1,103.5,114.667,145.167,113.167,126,138,104,157,148,156
lfw-deepfunneled/lfw-deepfunneled/Jim_Piper/Jim_Piper_0001.jpg,0,103.167,114.667,143,112.667,122,136,105,162,143,159
lfw-deepfunneled/lfw-deepfunneled/Tony_Blair/Tony_Blair_0062.jpg,0,103.667,112.333,142.333,110.333,132,134,109,159,142,158
lfw-deepfunneled/lfw-deepfunneled/Colin_Powell/Colin_Powell_0106.jpg,0,102.333,113.667,151,101.833,117,134,114,166,162,157
lfw-deepfunneled/lfw-deepfunneled/Jean-David_Levitte/Jean-David_Levitte_0005.jpg,0,104.833,110.667,145.667,111.5,119,141,109,164,143,167
lfw-deepfunneled/lfw-deepfunneled/Matt_Doherty/Matt_Doherty_0001.jpg,0,103.333,112.167,142.5,110.5,129,139,109,165,143,164
lfw-deepfunneled/lfw-deepfunneled/Sam_Gerald/Sam_Gerald_0001.jpg,0,101.5,106.833,148,106.333,126,133,112,159,144,160
lfw-deepfunneled/lfw-deepfunneled/Angelina_Jolie/Angelina_Jolie_0003.jpg,0,103.333,112.833,145.833,110,133,140,105,156,144,151
lfw-deepfunneled/lfw-deepfunneled/Ramon_Cardenas/Ramon_Cardenas_0001.jpg,0,131.5,119.167,176.5,111.667,167,150,135,180,174,171
lfw-deepfunneled/lfw-deepfunneled/Ramon_Cardenas/Ramon_Cardenas_0001.jpg,1,76.1667,101.667,146.167,116.167,119,143,79,193,139,206
lfw-deepfunneled/lfw-deepfunneled/Nicanor_Duarte_Frutos/Nicanor_Duarte_Frutos_0002.jpg,0,101.833,115,144.667,114.333,124,133,109,161,142,158
lfw-deepfunneled/lfw-deepfunneled/Gerry_Parsky/Gerry_Parsky_0002.jpg,0,105.667,114.333,146,112.5,120,135,109,161,143,160
lfw-deepfunneled/lfw-deepfunneled/Kevin_Keegan/Kevin_Keegan_0001.jpg,0,102.333,115.5,147.667,114.667,124,131,106,159,145,160
lfw-deepfunneled/lfw-deepfunneled/Jonathan_Edwards/Jonathan_Edwards_0001.jpg,0,103.167,114,147.167,112.667,124,136,100,158,150,158
lfw-deepfunneled/lfw-deepfunneled/Laura_Bush/Laura_Bush_0018.jpg,0,103,112.333,147.833,111.167,128,137,102,155,152,154
lfw-deepfunneled/lfw-deepfunneled/Serena_Williams/Serena_Williams_0030.jpg,0,102.167,114.5,142.333,113.333,136,136,102,157,147,155
